area,code,region,item,base,ssp126,ssp585,ssp126_diff,ssp585_diff,ssp126_ratio,ssp585_ratio
Afghanistan,AFG,Asia South,Abaca,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,"Alcohol, Non-Food",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Apples and products,271000.0,271000.0,271000.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Asses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Bananas,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Barley and products,128000.0,19700.51473782859,19700.51473782859,-108299.48526217141,-108299.48526217141,-84.60897286107141,-84.60897286107141
Afghanistan,AFG,Asia South,Beans,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Beer,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,"Beverages, Alcoholic",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,"Beverages, Fermented",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Bovine Meat,116000.0,115586.31418870803,115576.7461004941,-413.68581129197264,-423.25389950590034,-0.3566256993896344,-0.36487405129819184
Afghanistan,AFG,Asia South,Buffaloes,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,"Butter, Ghee",36000.0,35616.81717743469,35606.4719907525,-383.182822565308,-393.52800924750045,-1.0643967293480827,-1.093133359020837
Afghanistan,AFG,Asia South,"Camelids, other",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Camels,20444.0,20337.61272641505,20335.606266741463,-106.38727358495089,-108.3937332585374,-0.5203838465317467,-0.5301982648138193
Afghanistan,AFG,Asia South,Cassava and products,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Cattle,655619.0,653223.358852505,653189.4323088342,-2395.6411474950146,-2429.5676911658375,-0.3654014217853718,-0.37057615645150754
Afghanistan,AFG,Asia South,"Cereals, Other",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,"Citrus, Other",4000.0,4000.0,4000.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Cloves,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Cocoa Beans and products,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Coconut Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Coconuts - Incl Copra,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Coffee and products,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Copra Cake,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Cotton lint,24440.0,24439.999999999996,24439.999999999996,-3.637978807091713e-12,-3.637978807091713e-12,-1.1102230246251565e-14,-1.1102230246251565e-14
Afghanistan,AFG,Asia South,Cottonseed,48000.0,48000.0,48000.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Cottonseed Cake,20693.0,20693.0,20693.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Cottonseed Oil,8000.0,8000.0,8000.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Dates,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Eggs,20000.0,1487.6169016582746,1278.2106575836299,-18512.383098341725,-18721.78934241637,-92.56191549170862,-93.60894671208186
Afghanistan,AFG,Asia South,"Fats, Animals, Raw",11000.0,10980.563857673573,10980.102263157556,-19.436142326427216,-19.89773684244392,-0.17669220296752108,-0.18088851674948891
Afghanistan,AFG,Asia South,"Fish, Seafood",10100.0,10100.0,10100.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Fodder crops,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,"Fruits, Other",404000.0,404000.0,404000.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Goats,3608368.0,3606427.960748011,3606406.5406048964,-1940.0392519892193,-1961.4593951036222,-0.053765005453687564,-0.0543586295827847
Afghanistan,AFG,Asia South,Grapefruit and products,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Grapes and products (excl wine),993000.0,993000.0,993000.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Grazing,38066589.0,38066589.0,38066589.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Groundnut Cake,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Groundnut Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Groundnuts (Shelled Eq),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,"Hard Fibres, Other",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Hides and skins,43542.0,43422.76819976868,43420.04594115838,-119.23180023131863,-121.95405884162028,-0.27383170325505635,-0.28008373258375796
Afghanistan,AFG,Asia South,Honey,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Hops,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Horses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Jute,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Jute-Like Fibres,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,"Lemons, Limes and products",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Maize Germ Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Maize and products,272000.0,257267.2487160463,241829.53248742849,-14732.751283953694,-30170.467512571515,-5.4164526779241555,-11.092083644327765
Afghanistan,AFG,Asia South,"Meat, Other",12000.0,11939.038672276518,11936.95508074174,-60.9613277234821,-63.04491925826005,-0.5080110643623459,-0.5253743271521616
Afghanistan,AFG,Asia South,Milk - Excluding Butter,2137000.0,2114253.8418938313,2113639.7401177245,-22746.158106168732,-23360.25988227548,-1.0643967293480938,-1.093133359020848
Afghanistan,AFG,Asia South,Millet and products,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Mules,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Mutton & Goat Meat,157000.0,156941.68860860565,156940.24360679943,-58.31139139435254,-59.75639320057235,-0.03714101362697342,-0.03806139694303434
Afghanistan,AFG,Asia South,Nuts and products,61000.0,61000.0,61000.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Oats,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,"Offals, Edible",53000.0,48441.474203735655,48388.85106291378,-4558.5257962643445,-4611.148937086218,-8.600992068423297,-8.700281013370226
Afghanistan,AFG,Asia South,"Oil, palm fruit",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,"Oilcrops Oil, Other",16000.0,13686.749827950893,13686.749827950893,-2313.2501720491073,-2313.2501720491073,-14.457813575306922,-14.457813575306922
Afghanistan,AFG,Asia South,"Oilcrops, Other",34000.0,29084.343384395645,29084.343384395645,-4915.6566156043555,-4915.6566156043555,-14.457813575306933,-14.457813575306933
Afghanistan,AFG,Asia South,"Oilseed Cakes, Other",29121.0,24910.74010873487,24910.74010873487,-4210.25989126513,-4210.25989126513,-14.457813575306922,-14.457813575306922
Afghanistan,AFG,Asia South,Olive Oil,1000.0,770.7182487456503,770.7182487456503,-229.28175125434973,-229.28175125434973,-22.92817512543497,-22.92817512543497
Afghanistan,AFG,Asia South,Olives (including preserved),9000.0,9000.0,9000.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Onions,326000.0,326000.0,326000.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,"Oranges, Mandarines",3000.0,3000.0,3000.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Palm Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Palm kernels,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Palmkernel Cake,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Palmkernel Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Peas,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Pepper,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Pigmeat,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Pigs,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Pimento,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Pineapples and products,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Plantains,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Potatoes and products,855000.0,23147.29457261015,23147.29457261015,-831852.7054273898,-831852.7054273898,-97.29271408507483,-97.29271408507483
Afghanistan,AFG,Asia South,Poultry Birds,3351000.0,1719046.0762535697,1699741.1121642005,-1631953.9237464303,-1651258.8878357995,-48.70050503570368,-49.27660065162039
Afghanistan,AFG,Asia South,Poultry Meat,28000.0,2082.663662321585,1789.4949206170822,-25917.336337678415,-26210.505079382918,-92.56191549170862,-93.60894671208186
Afghanistan,AFG,Asia South,"Pulses, Other and products",44000.0,15088.084043890034,15088.084043890034,-28911.915956109966,-28911.915956109966,-65.70889990024993,-65.70889990024993
Afghanistan,AFG,Asia South,Rabbits and hares,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Rape and Mustard Cake,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Rape and Mustard Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Rape and Mustardseed,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Rice (Milled Equivalent),440000.0,441534.3257703075,436860.99339466495,1534.325770307507,-3139.0066053350456,0.3487104023426113,-0.7134105921215994
Afghanistan,AFG,Asia South,Ricebran Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,"Rodents, other",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,"Roots, Other",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Rubber,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Rye and products,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Seed cotton,74062.0,74062.0,74062.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Sesame seed,42000.0,62.76000898432279,62.76000898432279,-41937.239991015675,-41937.239991015675,-99.85057140718018,-99.85057140718018
Afghanistan,AFG,Asia South,Sesameseed Cake,3382.0,5.053675009166183,5.053675009166183,-3376.946324990834,-3376.946324990834,-99.85057140718018,-99.85057140718018
Afghanistan,AFG,Asia South,Sesameseed Oil,2000.0,2.988571856396323,2.988571856396323,-1997.0114281436038,-1997.0114281436038,-99.85057140718018,-99.85057140718018
Afghanistan,AFG,Asia South,Sheep,6920888.0,6917172.85222472,6917131.085296265,-3715.1477752802894,-3756.9147037351504,-0.05368021813502155,-0.05428370902310631
Afghanistan,AFG,Asia South,Silk,549.0,549.0,549.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Sisal,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,"Soft-Fibres, Other",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Sorghum and products,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Soyabean Cake,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Soyabean Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Soyabeans,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,"Spices, Other",18000.0,18000.0,18000.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Sugar beet,1000.0,987.7906730536074,987.7906730536074,-12.209326946392594,-12.209326946392594,-1.220932694639254,-1.220932694639254
Afghanistan,AFG,Asia South,Sugar cane,5000.0,5000.0,5000.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Sugar non-centrifugal,40000.0,40000.0,40000.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,"Sugar, Refined Equiv",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Sunflower seed,387.0,387.0,387.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Sunflowerseed Cake,5053.0,4527.274828167331,4527.274828167331,-525.7251718326688,-525.7251718326688,-10.404218718240033,-10.404218718240033
Afghanistan,AFG,Asia South,Sunflowerseed Oil,3000.0,2687.8734384527993,2687.8734384527993,-312.1265615472007,-312.1265615472007,-10.40421871824002,-10.40421871824002
Afghanistan,AFG,Asia South,Sweet potatoes,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,"Sweeteners, Other",342.0,342.0,342.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Tea (including mate),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Tobacco,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Tomatoes and products,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,"Vegetables, Other",3280000.0,3280000.0,3280000.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Wheat and products,5185000.0,5514469.912172797,6001711.916734215,329469.91217279714,816711.9167342149,6.35428953081576,15.751435231132405
Afghanistan,AFG,Asia South,Wine,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Asia South,Wool (Clean Eq.),13548.0,13543.850346364978,13543.725349656568,-4.149653635022332,-4.274650343431858,-0.030629270999571467,-0.03155189211272447
Afghanistan,AFG,Asia South,Yams,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Abaca,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,"Alcohol, Non-Food",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Apples and products,102000.0,102000.0,102000.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Asses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Bananas,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Barley and products,13000.0,13000.0,13000.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Beans,23000.0,22999.999999999996,22999.999999999996,-3.637978807091713e-12,-3.637978807091713e-12,-1.1102230246251565e-14,-1.1102230246251565e-14
Albania,ALB,Europe South,Beer,56000.0,55920.05024907244,55663.39111349213,-79.94975092756067,-336.6088865078709,-0.14276741237064794,-0.6010872973354786
Albania,ALB,Europe South,"Beverages, Alcoholic",3000.0,3000.0,3000.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,"Beverages, Fermented",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Bovine Meat,33000.0,32972.569062996794,32942.4717257197,-27.430937003206054,-57.52827428030287,-0.08312405152486324,-0.1743281038797062
Albania,ALB,Europe South,Buffaloes,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,"Butter, Ghee",4000.0000000000005,3998.2567889411566,3993.046963878129,-1.7432110588438263,-6.953036121871264,-0.04358027647110019,-0.17382590304678702
Albania,ALB,Europe South,"Camelids, other",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Camels,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Cassava and products,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Cattle,274691.0,274614.2095494157,274371.26987147535,-76.79045058431802,-319.73012852465035,-0.027955211704899785,-0.11639628838391314
Albania,ALB,Europe South,"Cereals, Other",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,"Citrus, Other",16.0,16.0,16.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Cloves,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Cocoa Beans and products,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Coconut Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Coconuts - Incl Copra,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Coffee and products,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Copra Cake,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Cotton lint,246.0,245.99999999999997,245.99999999999997,-2.842170943040401e-14,-2.842170943040401e-14,-1.1102230246251565e-14,-1.1102230246251565e-14
Albania,ALB,Europe South,Cottonseed,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Cottonseed Cake,27.0,27.0,27.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Cottonseed Oil,72.0,72.0,72.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Dates,15000.0,15000.0,15000.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Eggs,54000.0,52059.93689907791,49750.576294031955,-1940.0631009220888,-4249.423705968045,-3.5927094461520204,-7.869303159200081
Albania,ALB,Europe South,"Fats, Animals, Raw",3000.0000000000005,2998.1981842603223,2996.121009355625,-1.8018157396782044,-3.8789906443753353,-0.06006052465593603,-0.12929968814584525
Albania,ALB,Europe South,"Fish, Seafood",12690.0,12690.0,12690.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Fodder crops,6407748.0,6407748.0,6407748.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,"Fruits, Other",156000.0,156000.0,156000.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Goats,747936.0,747882.0572013162,747710.0535961161,-53.94279868376907,-225.94640388386324,-0.0072122211905556455,-0.03020932324208081
Albania,ALB,Europe South,Grapefruit and products,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Grapes and products (excl wine),199000.0,199000.0,199000.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Grazing,9615854.0,9615854.0,9615854.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Groundnut Cake,39.0,39.0,39.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Groundnut Oil,64.0,64.0,64.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Groundnuts (Shelled Eq),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,"Hard Fibres, Other",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Hides and skins,13279.0,13269.19251605994,13258.661012859176,-9.807483940059683,-20.33898714082352,-0.07385709722163014,-0.15316655727708461
Albania,ALB,Europe South,Honey,5000.0,5000.0,5000.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Hops,1787.0,1787.0,1787.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Horses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Jute,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Jute-Like Fibres,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,"Lemons, Limes and products",5000.0,5000.0,5000.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Maize Germ Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Maize and products,399000.0,395213.7120723327,380035.8577125012,-3786.2879276673193,-18964.142287498806,-0.9489443427737609,-4.7529178665410505
Albania,ALB,Europe South,"Meat, Other",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Milk - Excluding Butter,1052000.0,1051541.535491524,1050171.3514999482,-458.4645084759686,-1828.648500051815,-0.04358027647110019,-0.17382590304675372
Albania,ALB,Europe South,Millet and products,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Mules,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Mutton & Goat Meat,24000.0,23993.272609579784,23983.976166839697,-6.72739042021567,-16.023833160303184,-0.02803079341756609,-0.06676597150125918
Albania,ALB,Europe South,Nuts and products,15000.0,15000.0,15000.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Oats,36000.0,36000.0,36000.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,"Offals, Edible",12000.000000000002,11693.970608174865,11352.150062075749,-306.0293918251373,-647.849937924253,-2.5502449318761444,-5.398749482702103
Albania,ALB,Europe South,"Oil, palm fruit",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,"Oilcrops Oil, Other",2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,"Oilcrops, Other",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,"Oilseed Cakes, Other",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Olive Oil,12000.0,12000.0,12000.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Olives (including preserved),132000.0,132000.0,132000.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Onions,104000.0,104000.0,104000.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,"Oranges, Mandarines",45000.0,45000.0,45000.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Palm Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Palm kernels,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Palmkernel Cake,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Palmkernel Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Peas,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Pepper,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Pigmeat,9000.0,7506.576526326862,5876.059978184422,-1493.4234736731378,-3123.940021815578,-16.593594151923753,-34.71044468683976
Albania,ALB,Europe South,Pigs,78757.0,78274.19935505609,76778.98281275085,-482.80064494391263,-1978.0171872491483,-0.6130256928830624,-2.511544608414673
Albania,ALB,Europe South,Pimento,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Pineapples and products,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Plantains,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Potatoes and products,255000.0,254999.99999999997,254999.99999999997,-2.9103830456733704e-11,-2.9103830456733704e-11,-1.1102230246251565e-14,-1.1102230246251565e-14
Albania,ALB,Europe South,Poultry Birds,10365000.0,10284701.03707092,10034055.860795304,-80298.96292907931,-330944.1392046958,-0.7747126187079512,-3.1929005229589524
Albania,ALB,Europe South,Poultry Meat,14000.0,13497.02067753872,12898.297557711989,-502.9793224612804,-1101.7024422880113,-3.592709446151998,-7.869303159200081
Albania,ALB,Europe South,"Pulses, Other and products",3000.0,3000.0000000000005,3000.0000000000005,4.547473508864641e-13,4.547473508864641e-13,2.220446049250313e-14,2.220446049250313e-14
Albania,ALB,Europe South,Rabbits and hares,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Rape and Mustard Cake,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Rape and Mustard Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Rape and Mustardseed,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Rice (Milled Equivalent),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Ricebran Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,"Rodents, other",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,"Roots, Other",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Rubber,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Rye and products,3000.0,3000.0,3000.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Seed cotton,691.0,691.0,691.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Sesame seed,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Sesameseed Cake,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Sesameseed Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Sheep,1213348.0,1213260.4652693172,1212981.4313613677,-87.53473068284802,-366.56863863230683,-0.007214313674464012,-0.030211335794205763
Albania,ALB,Europe South,Silk,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Sisal,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,"Soft-Fibres, Other",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Sorghum and products,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Soyabean Cake,66.0,66.0,66.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Soyabean Oil,67.0,67.0,67.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Soyabeans,441.0,504.5696236769292,469.00074569492625,63.56962367692921,28.000745694926252,14.414880652364893,6.349375441026361
Albania,ALB,Europe South,"Spices, Other",343.0,343.0,343.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Sugar beet,3000.0,3000.0,3000.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Sugar cane,27000.0,27000.0,27000.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Sugar non-centrifugal,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,"Sugar, Refined Equiv",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Sunflower seed,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Sunflowerseed Cake,542.0,542.0,542.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Sunflowerseed Oil,400.0,400.0,400.0,0.0,0.0,0.0,0.0
Albania,ALB,Europe South,Sweet potatoes,0.0,0.0,0.0,0.0,0.0,0.0,0.0
